pop_id,name,franchise_name,franchise_id,category_name,category_id,price,item_number,image_url,release_date
2482,Tina Goldstein,Fantastic Beasts,144,Pop! Vinyl Pop! Fantastic Beasts,261,$5.00,4,https://cdn.poppriceguide.com/guide/itmimg/thumb/8274_tinagoldstein_1474350733.jpg,Released 2016
2483,Kylie,Fantastic Mr. Fox,145,Action Figures Fantastic Mr. Fox,262,$9.00,3,https://cdn.poppriceguide.com/guide/itmimg/thumb/2006_Kylie.jpg,Released 2014
2484,Mr. Fox,Fantastic Mr. Fox,145,Action Figures Fantastic Mr. Fox,262,$55.00,1,https://cdn.poppriceguide.com/guide/itmimg/thumb/2004_Mr-Fox.jpg,Released 2014
2485,Rat,Fantastic Mr. Fox,145,Action Figures Fantastic Mr. Fox,262,$13.00,2,https://cdn.poppriceguide.com/guide/itmimg/thumb/2005_Rat.jpg,Released 2014
2486,Brian OConner,Fast & Furious,146,Pop! Vinyl Pop! Movies,5,$14.00,276,https://cdn.poppriceguide.com/guide/itmimg/thumb/5577_brianoconner.jpg,Released 2016
2487,Dom Toretto,Fast & Furious,146,Pop! Vinyl Pop! Movies,5,$8.00,275,https://cdn.poppriceguide.com/guide/itmimg/thumb/5576_domtoretto.jpg,Released 2016
2488,Luke Hobbs,Fast & Furious,146,Pop! Vinyl Pop! Movies,5,$8.00,277,https://cdn.poppriceguide.com/guide/itmimg/thumb/5578_lukehobbs.jpg,Released 2016
2489,1970 Charger w/ Dom Toretto,Fast & Furious,146,Pop! Vinyl Pop! Rides,27,$20.00,17,https://cdn.poppriceguide.com/guide/itmimg/thumb/5579_1970chargerwdomtoretto.jpg,Released 2016
2490,Brad Hamilton,Fast Times at Ridgemont High,147,Vinyl Fast Times at Ridgemont High,263,$8.00,19,https://cdn.poppriceguide.com/guide/itmimg/thumb/4736_bradhamilton.jpg,Released 2015
2491,Jeff Spicoli,Fast Times at Ridgemont High,147,Vinyl Fast Times at Ridgemont High,263,$10.00,18,https://cdn.poppriceguide.com/guide/itmimg/thumb/4735_jeffspicoli.jpg,Released 2015
2492,Cameron Frye,Ferris Buellers Day Off,148,Pop! Vinyl Pop! Movies,5,$10.00,319,https://cdn.poppriceguide.com/guide/itmimg/thumb/7267_cameronfrye_1462984704.jpg,Released 2016
2493,Ferris Bueller,Ferris Buellers Day Off,148,Pop! Vinyl Pop! Movies,5,$9.00,317,https://cdn.poppriceguide.com/guide/itmimg/thumb/7265_ferrisbueller_1462984534.jpg,Released 2016
2494,Ferris Bueller (Dancing),Ferris Buellers Day Off,148,Pop! Vinyl Pop! Movies,5,$10.00,318,https://cdn.poppriceguide.com/guide/itmimg/thumb/7266_ferrisbuellerdancing_1462984611.jpg,Released 2016
2495,Diva Plavalaguna,The Fifth Element,149,Pop! Vinyl Pop! Movies,5,$40.00,195,https://cdn.poppriceguide.com/guide/itmimg/thumb/4260_divaplavalaguna.jpg,Released 2015
2496,Korben Dallas,The Fifth Element,149,Pop! Vinyl Pop! Movies,5,$18.00,189,https://cdn.poppriceguide.com/guide/itmimg/thumb/4262_korbendallas.jpg,Released 2015
2497,Leeloo,The Fifth Element,149,Pop! Vinyl Pop! Movies,5,$30.00,190,https://cdn.poppriceguide.com/guide/itmimg/thumb/4264_leeloo.jpg,Released 2015
2498,Leeloo (Straps Costume),The Fifth Element,149,Action Figures The Fifth Element,264,$7.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/2617_leeloostrapscostume.jpg,Released 2015
2499,Mangalore,The Fifth Element,149,Pop! Vinyl Pop! Movies,5,$7.00,194,https://cdn.poppriceguide.com/guide/itmimg/thumb/4265_mangalore.jpg,Released 2015
2500,Ruby Rhod,The Fifth Element,149,Pop! Vinyl Pop! Movies,5,$37.00,192,https://cdn.poppriceguide.com/guide/itmimg/thumb/4266_rubyrhod.jpg,Released 2015
2501,Zorg,The Fifth Element,149,Action Figures The Fifth Element,264,$7.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/2618_zorg.jpg,Released 2015
2502,Leeloo (Multipass),The Fifth Element,149,Mystery Minis Series 2,43,$22.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/5311_leeloo.jpg,Released 2015
2503,Leeloo in Straps,The Fifth Element,149,Mystery Minis Series 2,43,$6.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/5248_leelooinstraps.jpg,Released 2015
2504,Jean-Baptiste Emanuel Zorg,The Fifth Element,149,Pop! Vinyl Pop! Movies,5,$14.00,191,https://cdn.poppriceguide.com/guide/itmimg/thumb/4261_jeanbaptsiteemanuelzorg.jpg,Released 2015
2505,Leeloo (Straps),The Fifth Element,149,Pop! Vinyl Pop! Movies,5,$11.00,193,https://cdn.poppriceguide.com/guide/itmimg/thumb/4263_leeloostraps.jpg,Released 2015
2506,Marla Singer,Fight Club,150,Action Figures Fight Club,265,$9.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/3745_marlasinger.jpg,Released 2015
2507,Narrator,Fight Club,150,Action Figures Fight Club,265,$8.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/3748_narrator.jpg,Released 2015
2508,Tyler Durden,Fight Club,150,Action Figures Fight Club,265,$11.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/3746_tylerdurden.jpg,Released 2015
2509,Tyler Durden (Shirtless),Fight Club,150,Action Figures Fight Club,265,$8.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/3747_tylerdurdenshirtless.jpg,Released 2015
2510,Gerald (Green Bucket),Finding Nemo,151,Mystery Minis Finding Dory,229,$17.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/7774_geraldgreenbucket_1468599383.jpeg,
2511,Bruce,Finding Nemo,151,Pop! Vinyl Pop! Disney,3,$50.00,76,https://cdn.poppriceguide.com/guide/itmimg/thumb/158_Bruce.jpg,Released 2014
2512,Crush,Finding Nemo,151,Pop! Vinyl Pop! Disney,3,$36.00,75,https://cdn.poppriceguide.com/guide/itmimg/thumb/157_Crush.jpg,Released 2014
2513,Dory (Finding Dory),Finding Nemo,151,Pop! Vinyl Pop! Disney,3,$8.00,192,https://cdn.poppriceguide.com/guide/itmimg/thumb/7082_doryfindingdory_1462221100.jpg,Released 2016
2514,Hoban Washburne,Firefly,152,Pop! Vinyl Pop! Television,1,$21.00,137,https://cdn.poppriceguide.com/guide/itmimg/thumb/1247_Hoban-Washburne.jpg,Released 2014
2515,Jayne Cobb,Firefly,152,Pop! Vinyl Pop! Television,1,$19.00,138,https://cdn.poppriceguide.com/guide/itmimg/thumb/1244_Jayne-Cobb.jpg,Released 2014
2516,Jayne Cobb (with Hat),Firefly,152,Action Figures Firefly,266,$11.00,2,https://cdn.poppriceguide.com/guide/itmimg/thumb/2557_jaynecobbwithhat.jpg,Released 2015
2517,Kaylee Frye,Firefly,152,Pop! Vinyl Pop! Television,1,$13.00,139,https://cdn.poppriceguide.com/guide/itmimg/thumb/1248_Kaylee-Frye.jpg,Released 2014
2518,Malcolm Reynolds,Firefly,152,Pop! Vinyl Pop! Television,1,$20.00,135,https://cdn.poppriceguide.com/guide/itmimg/thumb/1245_Malcolm-Reynolds.jpg,Released 2014
2519,Zoe Washburne,Firefly,152,Pop! Vinyl Pop! Television,1,$7.00,136,https://cdn.poppriceguide.com/guide/itmimg/thumb/1249_Zoe-Washburne.jpg,Released 2014
2520,Jayne Cobb (Hat),Firefly,152,Action Figures Firefly,266,$9.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/1680_JayneCobb-Hat-.jpg,Released 2014
2521,Malcolm Reynolds (Blue Shirt),Firefly,152,Action Figures Firefly,266,$8.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/1679_MalcolmReynolds-Blue-.jpg,Released 2014
2522,Malcolm Reynolds (Browncoat),Firefly,152,Action Figures Firefly,266,$10.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/1678_MalcolmReynolds-Coat-.jpg,Released 2014
2523,Malcolm Reynolds (Pistol),Firefly,152,Mystery Minis Series 1,12,$18.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/1964_MalcolmReynoldsPistol.jpg,Released 2014
2524,Malcolm Reynolds (Shotgun),Firefly,152,Mystery Minis Specials,226,$8.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/1965_MalcolmReynoldsShotgun.jpg,
2525,Kaylee Frye (Dirty),Firefly,152,Pop! Vinyl Pop! Television,1,$18.00,139,https://cdn.poppriceguide.com/guide/itmimg/thumb/1485_KayleeFryeDirty.jpg,
2526,Baby,Five Nights at Freddys,153,Pop! Vinyl Pop! Games,61,N/D,226,https://cdn.poppriceguide.com/guide/itmimg/thumb/11696_baby_1504747612.jpg,Released 2017
2527,Baby (Glow in the Dark),Five Nights at Freddys,153,Action Figures Five Nights at Freddys,267,N/D,,https://cdn.poppriceguide.com/guide/itmimg/thumb/11635_babyglowinthedark_1504380475.jpg,Released 2017
2528,Ballora,Five Nights at Freddys,153,Pop! Vinyl Pop! Games,61,N/D,227,https://cdn.poppriceguide.com/guide/itmimg/thumb/11697_ballora_1504747794.jpg,Released 2017
2529,Bonnie,Five Nights at Freddys,153,Pop! Vinyl Pop! Games,61,$9.00,107,https://cdn.poppriceguide.com/guide/itmimg/thumb/8140_bonnie_1472574165.jpg,Released 2016
2530,Chica (W/ Mr Cupcake),Five Nights at Freddys,153,Action Figures Five Nights at Freddys,267,$10.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/5667_chica.jpg,Released 2016
2531,Foxy,Five Nights at Freddys,153,Pop! Tees & Apparel Five Nights at Freddys,276,$6.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/9882_foxy_1488745677.jpeg,
2532,Foxy (Glow in the Dark),Five Nights at Freddys,153,Action Figures Five Nights at Freddys,267,$20.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/10435_foxyglowinthedark_1494404653.JPG,Released 2017
2533,Freddy,Five Nights at Freddys,153,Pop! Vinyl Pop! Games,61,$7.00,106,https://cdn.poppriceguide.com/guide/itmimg/thumb/8139_freddy_1472573892.jpg,Released 2016
2534,Funtime Foxy,Five Nights at Freddys,153,Pop! Vinyl Pop! Games,61,$11.00,129,https://cdn.poppriceguide.com/guide/itmimg/thumb/8146_funtimefoxy_1472575105.jpg,Released 2016
2535,Funtime Foxy (Sister Location),Five Nights at Freddys,153,Pop! Vinyl Pop! Games,61,$11.00,228,https://cdn.poppriceguide.com/guide/itmimg/thumb/11699_funtimefoxysisterlocation_1504747992.jpg,Released 2017
2536,Funtime Freddy (Sister Location),Five Nights at Freddys,153,Plush Five Nights at Freddys,274,$15.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/10654_funtimefreddy_1496099881.jpg,Released 2017
2537,Golden Freddy,Five Nights at Freddys,153,Pop! Vinyl Pop! Games,61,$29.00,119,https://cdn.poppriceguide.com/guide/itmimg/thumb/7670_goldenfreddy_1466799638.jpg,Released 2016
2538,Jack-O-Chica,Five Nights at Freddys,153,Pop! Vinyl Pop! Games,61,$12.00,206,https://cdn.poppriceguide.com/guide/itmimg/thumb/10484_jack-o-chica_1494605972.jpg,Released 2017
2539,Lolbit,Five Nights at Freddys,153,Pop! Vinyl Pop! Games,61,N/D,229,https://cdn.poppriceguide.com/guide/itmimg/thumb/11807_lolbit_1505808260.jpg,Released 2017
2540,Nightmare Bonnie,Five Nights at Freddys,153,Pop! Vinyl Pop! Games,61,$6.00,215,https://cdn.poppriceguide.com/guide/itmimg/thumb/9864_nightmarebonnie_1488529408.JPG,Released 2017
2541,Nightmare Chica,Five Nights at Freddys,153,Pop! Vinyl Pop! Games,61,$8.00,216,https://cdn.poppriceguide.com/guide/itmimg/thumb/9863_nightmarechica_1488529462.JPG,Released 2017
2542,Nightmare Foxy,Five Nights at Freddys,153,Pop! Vinyl Pop! Games,61,$8.00,214,https://cdn.poppriceguide.com/guide/itmimg/thumb/9867_nightmarefoxy_1488529581.JPG,Released 2017
2543,Nightmare Freddy,Five Nights at Freddys,153,Pop! Vinyl Pop! Games,61,$8.00,111,https://cdn.poppriceguide.com/guide/itmimg/thumb/8144_nightmarefreddy_1472574859.jpg,Released 2016
2544,Balloon Boy,Five Nights at Freddys,153,Pop! Vinyl Pop! Games,61,$11.00,217,https://cdn.poppriceguide.com/guide/itmimg/thumb/10604_balloonboy_1495652663.jpg,Released 2017
2545,Chica,Five Nights at Freddys,153,Pop! Vinyl Pop! Games,61,$7.00,108,https://cdn.poppriceguide.com/guide/itmimg/thumb/8141_chica_1472574324.jpg,Released 2016
2546,Chica (Sitting),Five Nights at Freddys,153,Mystery Minis Series 1,12,$15.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/5696_chicatoy_1457650491.jpeg,Released 2016
2547,Crying Child,Five Nights at Freddys,153,Mystery Vinyl Five Nights at Freddys,270,$2.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/9190_cryingchild_1482704925.jpeg,Released 2016
2548,Freddy (Endoskeleton),Five Nights at Freddys,153,Mystery Minis Series 1,12,$16.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/5700_freddyendoskeleton_1457649283.jpeg,Released 2016
2549,Freddy (Glow in the Dark),Freddy Funko,161,Wacky Wobbler Freddy Funko,142,$75.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/4461_freddyglowinthedark_1458848922.jpg,Released 2004
2550,Marionette,Five Nights at Freddys,153,Plush Five Nights at Freddys,274,$13.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/8715_marionette_1477720839.jpg,Released 2016
2551,Mr Cupcake,Five Nights at Freddys,153,Other POP! Items Five Nights at Freddys,272,$5.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/5676_mrcupcake.jpg,Released 2016
2552,Shadow Bonnie,Five Nights at Freddys,153,Pop! Vinyl Pop! Games,61,$14.00,127,https://cdn.poppriceguide.com/guide/itmimg/thumb/8149_shadowbonnie_1472575405.jpg,Released 2016
2553,Shadow Freddy,Five Nights at Freddys,153,Pop! Vinyl Pop! Games,61,$10.00,126,https://cdn.poppriceguide.com/guide/itmimg/thumb/8148_shadowfreddy_1472575289.jpg,Released 2016
2554,Springtrap,Five Nights at Freddys,153,Pop! Vinyl Pop! Games,61,$9.00,110,https://cdn.poppriceguide.com/guide/itmimg/thumb/8143_springtrap_1472574730.jpg,Released 2016
2555,Toy Bonnie,Five Nights at Freddys,153,Plush Five Nights at Freddys,274,$19.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/8599_toybonnie_1476433971.jpg,Released 2016
2556,Toy Chica,Five Nights at Freddys,153,Plush Five Nights at Freddys,274,$20.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/8642_toychica_1478938219.jpg,Released 2016
2557,Toy Chica (Glow in the Dark),Five Nights at Freddys,153,Mystery Minis Series 1,12,$12.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/7175_toychicaglowinthedark_1465354924.jpg,Released 2016
2558,Toy Freddy,Five Nights at Freddys,153,Pop! Vinyl Pop! Games,61,$9.00,128,https://cdn.poppriceguide.com/guide/itmimg/thumb/8145_toyfreddy_1472575003.jpg,Released 2016
2559,Mr. Cupcake,Five Nights at Freddys,153,Mystery Minis Series 1.5 Nightvision (Glow in the Dark),268,$8.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/8779_mrcupcake_1482894926.JPG,Released 2016
2560,Ennard,Five Nights at Freddys,153,Plush Five Nights at Freddys,274,$19.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/10657_ennard_1496099575.jpg,Released 2017
2561,Funtime Freddy,Five Nights at Freddys,153,Pop! Vinyl Pop! Games,61,$8.00,225,https://cdn.poppriceguide.com/guide/itmimg/thumb/11700_funtimefreddy_1504748088.jpg,Released 2017
2562,Jumpscare Baby,Five Nights at Freddys,153,Pint Size Heroes Sister Location,273,N/D,224,https://cdn.poppriceguide.com/guide/itmimg/noimage.png,
2563,Jumpscare Ballora,Five Nights at Freddys,153,Pint Size Heroes Sister Location,273,N/D,,https://cdn.poppriceguide.com/guide/itmimg/noimage.png,
2564,Jumpscare Bidybab,Five Nights at Freddys,153,Mystery Minis Series 2 (Sister Location),269,$36.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/10637_jumpscarebidybab_1506885872.jpg,Released 2017
2565,Jumpscare Funtime Foxy,Five Nights at Freddys,153,Mystery Minis Series 2 (Sister Location),269,$19.00,223,https://cdn.poppriceguide.com/guide/itmimg/thumb/10636_jumpscarefuntimefoxy_1499050827.jpg,Released 2017
2566,Jumpscare Funtime Freddy,Five Nights at Freddys,153,Mystery Minis Series 2 (Sister Location),269,$14.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/10631_jumpscarefuntimefreddy_1499050837.jpg,Released 2017
2567,Nightmare Balloon Boy,Five Nights at Freddys,153,Mystery Minis Series 2 (Sister Location),269,$5.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/10628_nightmareballoonboy_1496679582.jpg,Released 2017
2568,Nightmare Cupcake,Five Nights at Freddys,153,Pop! Vinyl Pop! Games,61,$16.00,218,https://cdn.poppriceguide.com/guide/itmimg/thumb/10605_nightmarecupcake_1495652764.jpg,Released 2017
2569,Nightmare Golden Freddy,Five Nights at Freddys,153,Mystery Minis Series 2 (Sister Location),269,$15.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/10633_nightmaregoldenfreddy_1496680224.jpg,Released 2017
2570,Nightmare Mangle,Five Nights at Freddys,153,Mystery Minis Series 2 (Sister Location),269,$25.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/10629_mangle_1496680643.jpg,Released 2017
2571,Nightmare Marionette,Five Nights at Freddys,153,Mystery Minis Series 2 (Sister Location),269,$8.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/10626_nightmaremarionette_1496680004.JPG,Released 2017
2572,Plush Freddy,Five Nights at Freddys,153,Mystery Minis Series 2 (Sister Location),269,$14.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/10616_plushfreddy_1496678877.jpg,Released 2017
2573,Plush Springtrap,Five Nights at Freddys,153,Mystery Minis Series 2 (Sister Location),269,$29.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/10627_plushspringtrap_1496679302.jpg,Released 2017
2574,Stacked Minireenas,Five Nights at Freddys,153,Mystery Minis Series 2 (Sister Location),269,$30.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/10638_stackedminireenas_1499034243.jpg,Released 2017
2575,Withered Bonnie,Five Nights at Freddys,153,Mystery Minis Series 2 (Sister Location),269,$34.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/10619_witheredbonnie_1496679436.jpg,Released 2017
2576,Bonnie (Glare),Five Nights at Freddys,153,Mystery Vinyl Five Nights at Freddys,270,$6.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/7231_bonnieglare_1462771755.jpg,Released 2016
2577,Bonnie (Nervous),Five Nights at Freddys,153,Mystery Vinyl Five Nights at Freddys,270,$5.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/7230_bonniesmile_1462771632.jpg,Released 2016
2578,Bonnie (Smile),Five Nights at Freddys,153,Plush MyMoji,275,N/D,,https://cdn.poppriceguide.com/guide/itmimg/thumb/10640_bonniesmile_1495659376.jpg,Released 2016
2579,Chica (Angry),Five Nights at Freddys,153,Mystery Vinyl Five Nights at Freddys,270,$4.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/7012_chicaangry_1461314319.jpg,Released 2016
2580,Chica (Confused),Five Nights at Freddys,153,Mystery Vinyl Five Nights at Freddys,270,N/D,,https://cdn.poppriceguide.com/guide/itmimg/thumb/7014_chicaconfused_1461314606.jpg,Released 2016
2581,Chica (Scared),Five Nights at Freddys,153,Mystery Vinyl Five Nights at Freddys,270,N/D,,https://cdn.poppriceguide.com/guide/itmimg/thumb/7013_chicascared_1461314454.jpg,Released 2016
2582,Foxy (Angry),Five Nights at Freddys,153,Plush MyMoji,275,N/D,,https://cdn.poppriceguide.com/guide/itmimg/thumb/10646_foxyangry_1495660462.jpg,Released 2016
2583,Foxy (Growling),Five Nights at Freddys,153,Mystery Vinyl Five Nights at Freddys,270,N/D,,https://cdn.poppriceguide.com/guide/itmimg/thumb/7020_foxygrowling_1461316257.jpg,Released 2016
2584,Foxy (Smiling),Five Nights at Freddys,153,Mystery Vinyl Five Nights at Freddys,270,$6.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/7018_foxysmiling_1461315957.jpg,Released 2016
2585,Freddy (Angry),Five Nights at Freddys,153,Plush MyMoji,275,N/D,,https://cdn.poppriceguide.com/guide/itmimg/thumb/10644_freddyangry_1495660350.jpg,Released 2016
2586,Freddy (Eyes Closed),Five Nights at Freddys,153,Mystery Vinyl Five Nights at Freddys,270,N/D,,https://cdn.poppriceguide.com/guide/itmimg/thumb/7008_freddyeyesclosed_1461313689.jpg,Released 2016
2587,Freddy (Glare),Five Nights at Freddys,153,Mystery Vinyl Five Nights at Freddys,270,$4.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/7011_freddyglare_1461313862.jpg,Released 2016
2588,Freddy (Golden),Five Nights at Freddys,153,Mystery Vinyl Five Nights at Freddys,270,$5.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/8861_freddygolden_1499118940.jpg,Released 2016
2589,Freddy (Happy),Five Nights at Freddys,153,Mystery Vinyl Five Nights at Freddys,270,$4.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/7234_freddyhappy_1462772616.jpg,Released 2016
2590,Freddy (One Eye Open),Five Nights at Freddys,153,Mystery Vinyl Five Nights at Freddys,270,$8.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/7009_freddyoneeyeopen_1461313711.jpg,Released 2016
2591,Freddy (Smile),Five Nights at Freddys,153,Mystery Vinyl Five Nights at Freddys,270,$1.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/7010_freddysmile_1461313511.jpg,Released 2016
2592,Funtime Foxy (Angry),Five Nights at Freddys,153,Mystery Vinyl Five Nights at Freddys,270,$5.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/7016_funtimefoxyangry_1461315501.jpg,Released 2016
2593,Funtime Foxy (Growling),Five Nights at Freddys,153,Mystery Vinyl Five Nights at Freddys,270,$6.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/7017_funtimefoxyferocious_1461315676.jpg,Released 2016
2594,Funtime Foxy (Happy),Five Nights at Freddys,153,Mystery Vinyl Five Nights at Freddys,270,$5.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/7015_funtimefoxyhappy_1461315257.jpg,Released 2016
2595,Marionette (Eyes Open),Five Nights at Freddys,153,Mystery Vinyl Five Nights at Freddys,270,$7.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/7024_marionetteeyesopen_1461317428.jpg,Released 2016
2596,Marionette (Laughing),Five Nights at Freddys,153,Mystery Vinyl Five Nights at Freddys,270,N/D,,https://cdn.poppriceguide.com/guide/itmimg/thumb/7025_marionettelaughing_1461317540.jpg,Released 2016
2597,Marionette (Smiling),Five Nights at Freddys,153,Mystery Vinyl Five Nights at Freddys,270,$6.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/7026_marionettesmiling_1461317654.jpg,Released 2016
2598,Springtrap (Angry),Five Nights at Freddys,153,Mystery Vinyl Five Nights at Freddys,270,$5.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/7021_springtrapangry_1461316955.jpg,Released 2016
2599,Springtrap (Happy),Five Nights at Freddys,153,Mystery Vinyl Five Nights at Freddys,270,$3.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/7022_springtraphappy_1461317126.jpg,Released 2016
2600,Springtrap (Smiling),Five Nights at Freddys,153,Mystery Vinyl Five Nights at Freddys,270,$6.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/7023_springtrapsmiling_1461317231.jpg,Released 2016
2601,Dark Balloon Boy,Five Nights at Freddys,153,Mystery Vinyl Five Nights at Freddys,270,$6.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/8456_balloonboygreen_1478754009.jpg,
2602,Foxy (Metallic-Green),Five Nights at Freddys,153,Mystery Vinyl Five Nights at Freddys,270,$12.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/8824_foxymetallic-green_1478754851.jpg,Released 2016
2603,Foxy (Silver),Five Nights at Freddys,153,Mystery Vinyl Five Nights at Freddys,270,$3.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/9189_foxysilver_1482704682.jpeg,Released 2016
2604,Funtime Foxy (White & Pink),Five Nights at Freddys,153,Mystery Vinyl Five Nights at Freddys,270,$6.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/8468_funtimefoxyallwhite_1483687894.jpg,
2605,Golden Freddy (Metallic),Five Nights at Freddys,153,Mystery Vinyl Five Nights at Freddys,270,$5.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/8457_freddymetallic_1490634864.jpg,Released 2016
2606,Bonnie (Plush),Five Nights at Freddys,153,Other Funko Lines Five Nights at Freddys,271,N/D,,https://cdn.poppriceguide.com/guide/itmimg/thumb/9317_bonnieplush_1484193420.JPG,Released 2016
2607,Bonnie (Squishy),Five Nights at Freddys,153,Other Funko Lines Five Nights at Freddys,271,$5.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/9248_bonniesquishy_1483732838.JPG,Released 2016
2608,Chica (Plush),Five Nights at Freddys,153,Other Funko Lines Five Nights at Freddys,271,N/D,,https://cdn.poppriceguide.com/guide/itmimg/thumb/9316_chicaplush_1484193336.JPG,Released 2016
2609,Chica (Squishy),Five Nights at Freddys,153,Other Funko Lines Five Nights at Freddys,271,$3.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/9245_chicasquishy_1483732526.JPG,Released 2016
2610,Foxy (Plush),Five Nights at Freddys,153,Other Funko Lines Five Nights at Freddys,271,$4.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/9315_foxyplush_1484193196.JPG,Released 2016
2611,Foxy (Squishy),Five Nights at Freddys,153,Other Funko Lines Five Nights at Freddys,271,$4.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/9246_foxysquishy_1483732629.JPG,Released 2016
2612,Freddy (Plush),Five Nights at Freddys,153,Other Funko Lines Five Nights at Freddys,271,N/D,,https://cdn.poppriceguide.com/guide/itmimg/thumb/9314_freddyplush_1484192891.JPG,Released 2016
2613,Freddy (Squishy),Five Nights at Freddys,153,Other Funko Lines Five Nights at Freddys,271,$4.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/9247_freddysquishy_1483732729.JPG,Released 2016
2614,Spring Trap,Five Nights at Freddys,153,Other Funko Lines Five Nights at Freddys,271,$8.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/5689_springtrap.jpg,Released 2016
2615,Springtrap (Squishy),Five Nights at Freddys,153,Other Funko Lines Five Nights at Freddys,271,$6.00,,https://cdn.poppriceguide.com/guide/itmimg/thumb/9249_springtrapsquishy_1483732946.JPG,Released 2016
2616,Cupcake,Five Nights at Freddys,153,Pop! Vinyl Pop! Games,61,$8.00,213,https://cdn.poppriceguide.com/guide/itmimg/thumb/9865_cupcake_1488529335.JPG,Released 2017
2617,Foxy (Neon),Five Nights at Freddys,153,Other POP! Items Five Nights at Freddys,272,$5.00,,https://cdn.poppriceguide.com/guide/itmimg/noimage.png,
2618,Freddy (8-Bit),Five Nights at Freddys,153,Other POP! Items Five Nights at Freddys,272,N/D,,https://cdn.poppriceguide.com/guide/itmimg/thumb/9909_freddy8-bit_1488870430.jpg,
2619,Freddy (Black and White),Five Nights at Freddys,153,Other POP! Items Five Nights at Freddys,272,N/D,,https://cdn.poppriceguide.com/guide/itmimg/thumb/9903_freddyblackandwhite_1488861744.jpg,
